danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0.455,0.336,-14.232,0.0412,0.806,0.821,0.11,0.0437,115.008,272014.0,4.0
0.499,0.72,-6.835,0.0443,0.125,0.000934,0.0592,0.25,99.971,166788.0,4.0
0.336,0.196,-11.229,0.043,0.689,0.000151,0.14,0.277,180.17,170350.0,3.0
0.532,0.874,-5.183,0.0482,0.00842,0.012,0.452,0.361,91.038,258413.0,4.0
0.571,0.646,-8.668,0.0407,0.179,0.000444,0.112,0.211,127.97,230625.0,4.0
0.465,0.686,-5.429,0.0314,0.118,0.00218,0.0802,0.318,79.017,223526.0,4.0
0.509,0.661,-4.334,0.0433,0.273,4.89e-05,0.076,0.421,142.889,211140.0,3.0
0.401,0.425,-9.553,0.0256,0.00433,0.0633,0.0857,0.0818,81.974,429251.0,4.0
0.362,0.941,-4.563,0.118,0.000951,0.303,0.134,0.0998,149.669,255653.0,4.0
0.172,0.477,-8.997,0.0343,0.0319,0.677,0.13,0.156,143.825,233020.0,4.0
0.535,0.94,-5.426,0.0366,0.000139,0.000118,0.0906,0.171,97.498,295543.0,4.0
0.436,0.524,-7.754,0.038,0.00947,0.901,0.114,0.0365,128.02,634151.0,4.0
0.55,0.689,-7.76,0.094,0.0498,0.0,0.207,0.408,99.904,224487.0,4.0
0.633,0.599,-7.062,0.0576,0.27,0.00671,0.128,0.274,140.072,212102.0,4.0
0.321,0.909,-4.159,0.0697,0.0117,0.0987,0.107,0.039,100.567,207743.0,3.0
0.829,0.503,-12.576,0.0877,0.297,0.49,0.12,0.661,123.151,237841.0,4.0
0.655,0.708,-7.986,0.0323,0.171,0.121,0.154,0.287,126.039,235130.0,4.0
0.867,0.707,-8.286,0.0434,0.0293,0.621,0.0803,0.247,114.949,375652.0,4.0
0.679,0.662,-6.069,0.174,0.155,0.0,0.152,0.438,99.879,222801.0,4.0
0.486,0.652,-7.226,0.052,0.408,6.63e-05,0.077,0.391,113.055,273684.0,4.0
0.448,0.725,-5.259,0.0454,0.0316,1.25e-06,0.426,0.231,151.962,359500.0,4.0
0.546,0.763,-4.744,0.0556,0.141,0.00042,0.123,0.114,139.722,219429.0,4.0
0.694,0.739,-2.078,0.0742,0.517,0.00102,0.128,0.563,119.965,211130.0,4.0
0.758,0.51,-10.645,0.0393,0.165,0.0755,0.272,0.27,102.992,196311.0,4.0
0.703,0.599,-8.687,0.138,0.402,0.000572,0.243,0.312,112.017,280640.0,4.0
0.725,0.878,-5.66,0.0465,0.0195,0.0,0.35,0.197,104.987,208065.0,4.0
0.751,0.627,-8.242,0.0308,0.0165,0.000113,0.123,0.686,122.005,210707.0,4.0
0.805,0.858,-3.067,0.105,0.194,7.89e-06,0.256,0.523,97.033,321649.0,4.0
0.71,0.688,-7.388,0.0416,0.229,0.000681,0.0784,0.646,115.971,339733.0,4.0
0.77,0.531,-9.636,0.0388,0.747,0.888,0.0886,0.467,121.986,240000.0,4.0
0.816,0.61,-7.63,0.0503,0.000121,0.674,0.06,0.712,120.003,262000.0,4.0
0.491,0.607,-6.333,0.0668,0.0125,1.52e-06,0.289,0.166,176.112,189333.0,4.0
0.513,0.689,-3.548,0.0359,0.172,0.0,0.248,0.41,128.097,208125.0,4.0
0.574,0.731,-4.582,0.0664,0.024,0.0,0.0779,0.402,127.925,195503.0,4.0
0.787,0.565,-7.093,0.0439,0.12,0.000192,0.0944,0.351,124.997,188147.0,4.0
0.561,0.946,-0.899,0.128,0.00848,2.05e-05,0.0635,0.3,109.891,237473.0,4.0
0.205,0.454,-10.062,0.0376,0.883,0.045,0.121,0.0374,83.677,270000.0,4.0
0.393,0.695,-6.887,0.0444,0.00446,0.00219,0.0986,0.061,143.913,211667.0,4.0
0.643,0.87,-5.035,0.0567,0.00896,3.66e-05,0.0584,0.193,124.961,195333.0,4.0
0.654,0.761,-7.094,0.049,0.373,0.00711,0.0956,0.546,117.99,220678.0,4.0
0.433,0.648,-8.586,0.0461,0.289,0.00022,0.0895,0.139,124.885,225958.0,4.0
0.495,0.293,-14.491,0.0433,0.0449,0.154,0.36,0.0572,119.877,304010.0,4.0
0.548,0.692,-6.55,0.12,0.177,0.000614,0.527,0.0803,128.017,193135.0,4.0
0.362,0.738,-4.313,0.0375,0.00044,0.123,0.48,0.113,140.052,292907.0,4.0
0.553,0.857,-5.901,0.265,0.372,0.000314,0.0727,0.318,159.997,285000.0,4.0
0.397,0.734,-6.677,0.062,0.129,0.234,0.174,0.264,75.058,218625.0,4.0
0.415,0.723,-8.013,0.043,0.0173,0.000155,0.121,0.209,139.935,376242.0,4.0
0.283,0.277,-12.111,0.0352,0.242,0.0344,0.0947,0.0389,143.965,351667.0,4.0
0.676,0.569,-6.883,0.0541,0.271,0.000319,0.122,0.126,93.978,372766.0,4.0
0.323,0.558,-5.292,0.337,0.459,2.81e-06,0.676,0.199,73.552,270511.0,4.0
0.605,0.783,-4.271,0.0324,0.299,0.000175,0.133,0.105,124.015,208562.0,4.0
0.383,0.762,-7.124,0.0361,0.000227,0.371,0.88,0.0889,75.019,270387.0,4.0
0.596,0.901,-5.189,0.063,0.106,0.0282,0.278,0.0637,103.96,196850.0,4.0
0.671,0.616,-5.906,0.0483,0.101,0.00639,0.0966,0.327,135.054,200000.0,4.0
0.345,0.79,-2.761,0.065,0.075,0.000165,0.101,0.208,179.849,253333.0,4.0
0.482,0.769,-4.473,0.0549,0.0343,0.00498,0.0953,0.427,149.69,267200.0,4.0
0.376,0.723,-2.951,0.046,0.178,0.0,0.0815,0.167,84.146,242012.0,4.0
0.412,0.717,-4.293,0.0363,0.158,0.000403,0.089,0.336,140.103,305571.0,4.0
0.443,0.727,-5.171,0.0984,0.0987,9.35e-06,0.118,0.424,74.827,210884.0,4.0
0.44,0.748,-4.074,0.045,0.073,0.0,0.027,0.236,135.009,259556.0,4.0
0.449,0.628,-7.771,0.0332,0.00175,0.867,0.117,0.0604,126.009,352296.0,4.0
0.588,0.735,-5.817,0.0405,0.0129,0.000648,0.45,0.277,148.11,160418.0,4.0
0.498,0.598,-6.638,0.0377,0.00786,0.0,0.111,0.0573,140.078,235000.0,4.0
0.557,0.85,-5.899,0.0723,0.00147,0.0173,0.111,0.376,145.006,206897.0,4.0
0.516,0.758,-4.018,0.0562,0.00138,8.3e-05,0.647,0.265,128.069,219380.0,4.0
0.624,0.804,-3.365,0.192,0.0707,0.383,0.0931,0.183,121.999,291148.0,4.0
0.429,0.525,-4.399,0.0382,0.458,6.35e-05,0.124,0.228,133.897,205970.0,4.0
0.613,0.739,-7.779,0.031,0.00322,0.856,0.0842,0.15,128.18,258440.0,4.0
0.636,0.953,-3.74,0.0353,0.0244,0.0164,0.108,0.397,142.011,273803.0,4.0
0.518,0.584,-7.951,0.032,0.0134,0.0215,0.0964,0.182,139.936,363433.0,4.0
0.537,0.596,-8.481,0.0343,0.276,0.77,0.358,0.109,140.026,375433.0,4.0
0.541,0.586,-10.596,0.0283,0.184,0.681,0.128,0.198,138.014,356091.0,4.0
0.652,0.581,-8.511,0.0353,0.337,0.000101,0.0857,0.456,139.982,228004.0,4.0
0.536,0.712,-9.282,0.0351,0.0649,0.914,0.0838,0.662,155.966,206162.0,4.0
0.62,0.893,-1.718,0.0436,0.0383,0.000304,0.159,0.16,101.089,192480.0,4.0
0.603,0.818,-4.721,0.042,0.314,0.0,0.0861,0.574,149.952,209600.0,4.0
0.294,0.697,-6.029,0.128,0.0398,0.00011,0.136,0.183,160.566,232937.0,4.0
0.387,0.571,-6.354,0.0402,0.493,0.0,0.106,0.555,152.906,188361.0,5.0
0.464,0.767,-5.237,0.126,0.0192,4.85e-06,0.389,0.112,99.941,240000.0,4.0
0.459,0.663,-5.939,0.1,0.0169,0.0,0.0621,0.412,176.791,192881.0,4.0
0.807,0.414,-8.903,0.0352,0.105,2.57e-05,0.0813,0.502,108.944,223080.0,4.0
0.286,0.635,-9.833,0.0393,0.0143,8.04e-05,0.271,0.255,139.996,193137.0,4.0
0.529,0.692,-5.988,0.0363,0.0187,1.71e-05,0.127,0.29,139.96,240307.0,4.0
0.549,0.728,-5.293,0.0475,0.00358,0.000623,0.0856,0.444,113.897,178947.0,4.0
0.637,0.664,-7.335,0.0388,0.0451,8.57e-06,0.0976,0.361,128.009,263960.0,4.0
0.242,0.746,-4.496,0.0361,0.00635,0.00397,0.107,0.128,127.997,234255.0,4.0
0.332,0.635,-5.653,0.0898,0.159,2.79e-06,0.0599,0.261,186.249,201493.0,3.0
0.403,0.551,-5.615,0.0611,0.00399,1.24e-05,0.528,0.315,75.704,173161.0,4.0
0.662,0.586,-8.821,0.0307,0.097,0.00272,0.115,0.296,90.0,194080.0,4.0
0.636,0.789,-4.905,0.0892,0.0834,0.000896,0.391,0.4,128.028,217907.0,4.0
0.425,0.851,-3.488,0.0444,0.214,4.09e-06,0.115,0.167,125.986,242520.0,4.0
0.426,0.934,-4.063,0.0685,2.97e-05,0.0089,0.113,0.285,160.077,262013.0,4.0
0.516,0.971,-4.867,0.219,0.000341,0.105,0.707,0.08,104.757,225027.0,4.0
0.437,0.967,-5.472,0.0723,6.29e-06,0.845,0.226,0.266,92.433,298693.0,4.0
0.453,0.994,-4.718,0.155,2.91e-06,0.53,0.161,0.118,119.972,215200.0,4.0
0.486,0.895,-5.358,0.0463,5.87e-06,0.849,0.0881,0.327,95.086,220707.0,4.0
0.458,0.909,-4.414,0.0446,2.32e-06,0.758,0.283,0.49,105.007,295227.0,4.0
0.58,0.916,-4.358,0.0387,0.000297,0.0259,0.126,0.683,118.004,305907.0,4.0
0.214,0.931,-3.347,0.143,0.000705,3.09e-06,0.0797,0.233,162.115,348387.0,4.0
0.291,0.974,-2.997,0.171,0.0177,5.44e-06,0.886,0.348,134.724,278600.0,4.0
0.459,0.882,-5.387,0.0328,0.0132,0.889,0.197,0.433,149.988,170028.0,4.0
0.736,0.873,-4.902,0.0718,0.0381,0.00194,0.109,0.518,127.979,198750.0,4.0
0.745,0.847,-4.153,0.0739,0.043,0.0,0.473,0.463,110.001,304158.0,4.0
0.511,0.885,-3.259,0.287,0.00479,0.0645,0.115,0.343,170.002,320394.0,4.0
0.479,0.896,-4.786,0.12,0.0094,0.234,0.125,0.165,170.04,267353.0,4.0
0.416,0.842,-2.95,0.105,0.00148,7.5e-06,0.474,0.313,169.911,265412.0,4.0
0.399,0.85,-3.464,0.0667,0.0616,0.0586,0.201,0.14,170.173,225882.0,4.0
0.514,0.967,-3.145,0.0827,0.0132,0.23,0.729,0.303,150.004,294400.0,4.0
0.46,0.85,-5.51,0.0385,0.00964,0.192,0.0821,0.275,149.966,275204.0,4.0
0.333,0.834,-3.678,0.058,0.0229,0.574,0.335,0.109,135.026,214000.0,4.0
0.323,0.657,-6.097,0.0458,0.0249,0.0691,0.157,0.0744,90.075,228340.0,4.0
0.545,0.977,-5.033,0.106,3.12e-05,4.38e-06,0.0704,0.172,120.018,229816.0,4.0
0.576,0.981,-5.659,0.0969,0.000234,0.00301,0.126,0.265,115.015,213774.0,4.0
0.369,0.397,-13.904,0.0398,0.424,0.625,0.302,0.0723,124.805,390373.0,4.0
0.131,0.741,-12.781,0.307,0.307,0.0997,0.308,0.128,65.004,251653.0,4.0
0.292,0.324,-11.996,0.0346,0.797,0.000473,0.12,0.384,176.631,201373.0,3.0
0.532,0.495,-6.662,0.0343,0.659,0.0,0.0754,0.308,124.936,214240.0,4.0
0.702,0.739,-4.891,0.0588,0.269,1.93e-06,0.0728,0.41,105.983,172642.0,4.0
0.459,0.539,-2.415,0.0413,0.57,3.42e-06,0.413,0.258,131.504,177444.0,4.0
0.779,0.649,-6.938,0.0442,0.181,0.0201,0.155,0.739,107.915,198800.0,4.0
0.57,0.717,-4.914,0.029,0.00967,0.0,0.0833,0.321,111.91,250453.0,4.0
0.537,0.611,-6.427,0.0304,0.229,0.0,0.146,0.161,105.955,229303.0,4.0
0.644,0.62,-4.621,0.0429,0.144,0.00131,0.119,0.408,131.993,231680.0,4.0
0.792,0.794,-3.8,0.0483,0.0797,0.0,0.259,0.687,113.015,199250.0,4.0
0.687,0.914,-5.02,0.0437,0.166,0.0,0.0858,0.675,126.001,256360.0,4.0
0.824,0.95,-4.163,0.0308,0.00974,0.000118,0.199,0.97,128.031,225040.0,4.0
0.426,0.475,-8.071,0.028,0.677,6.88e-06,0.138,0.103,111.992,234707.0,4.0
0.686,0.81,-5.595,0.045,0.0596,8.28e-05,0.113,0.656,133.975,182000.0,4.0
0.39,0.504,-8.331,0.0362,0.0557,0.0027,0.112,0.13,125.059,242000.0,3.0
0.422,0.51,-8.085,0.0283,0.228,0.000122,0.193,0.154,155.932,223187.0,4.0
0.267,0.614,-6.647,0.0432,0.0405,1.16e-05,0.0988,0.261,120.995,197649.0,4.0
0.852,0.701,-9.565,0.0561,0.101,3.22e-05,0.128,0.96,115.993,278613.0,4.0
0.719,0.652,-8.219,0.11,0.292,0.611,0.0918,0.276,172.436,363867.0,4.0
0.629,0.621,-7.313,0.0286,0.468,0.000192,0.131,0.591,114.992,227520.0,4.0
0.68,0.542,-12.197,0.0984,0.697,0.212,0.0802,0.368,163.984,406000.0,4.0
0.683,0.756,-7.555,0.0299,0.351,0.508,0.364,0.702,102.059,247973.0,4.0
0.663,0.58,-11.429,0.0337,0.0179,0.152,0.11,0.436,91.702,258707.0,4.0
0.533,0.451,-11.848,0.122,0.229,0.692,0.119,0.663,94.887,545960.0,4.0
0.759,0.654,-6.951,0.134,0.332,0.00256,0.1,0.934,106.029,266213.0,4.0
0.776,0.762,-8.033,0.0349,0.199,0.568,0.154,0.53,145.01,305064.0,4.0
0.525,0.45,-11.528,0.0652,0.74,2.19e-05,0.269,0.654,99.439,260371.0,4.0
0.874,0.578,-5.441,0.0636,0.393,0.000237,0.195,0.656,95.972,230326.0,4.0
0.718,0.83,-8.722,0.0405,0.235,0.924,0.113,0.569,128.014,270888.0,4.0
0.845,0.428,-10.653,0.181,2.56e-05,0.0302,0.0822,0.404,119.012,366555.0,4.0
0.659,0.623,-7.701,0.0722,0.228,0.508,0.151,0.718,85.215,214747.0,4.0
0.776,0.794,-6.699,0.0305,0.00341,0.153,0.119,0.853,124.963,234284.0,4.0
0.766,0.898,-6.619,0.0429,0.658,0.0087,0.0815,0.945,119.988,267978.0,4.0
0.63,0.805,-7.796,0.0327,0.0426,0.0453,0.155,0.711,99.95,231027.0,4.0
0.686,0.537,-9.464,0.045,0.0499,0.719,0.0935,0.899,122.017,243933.0,4.0
0.737,0.779,-7.267,0.0533,0.161,0.00809,0.0846,0.929,109.994,190692.0,4.0
0.755,0.925,-9.803,0.0496,0.0961,0.388,0.0571,0.461,122.273,329653.0,4.0
0.715,0.351,-12.832,0.0431,0.228,0.000156,0.0943,0.281,115.011,223360.0,4.0
0.763,0.584,-11.071,0.0579,0.305,0.852,0.198,0.665,120.014,235590.0,4.0
0.696,0.572,-10.589,0.0634,0.0204,0.133,0.498,0.441,98.516,257200.0,4.0
0.895,0.632,-5.603,0.1,0.00649,0.00255,0.0556,0.692,94.015,259387.0,4.0
0.593,0.845,-8.901,0.052,0.269,0.0368,0.527,0.805,165.249,212813.0,4.0
0.816,0.761,-8.756,0.0306,0.0333,0.00325,0.669,0.927,115.597,215280.0,4.0
0.77,0.796,-9.0,0.0544,0.295,0.0148,0.0989,0.655,125.967,301933.0,4.0
0.756,0.639,-7.873,0.0328,0.785,0.109,0.101,0.951,109.999,281400.0,4.0
0.751,0.732,-9.224,0.0329,0.494,0.591,0.177,0.898,123.998,313400.0,4.0
0.587,0.681,-10.344,0.0332,0.22,0.751,0.0971,0.335,99.987,289065.0,4.0
0.572,0.542,-11.557,0.0327,0.141,0.00278,0.112,0.303,127.938,332440.0,4.0
0.615,0.689,-11.154,0.0302,0.614,0.794,0.0992,0.0381,108.54,398604.0,4.0
0.581,0.511,-8.199,0.0302,0.262,0.837,0.24,0.4,171.963,317811.0,4.0
0.66,0.525,-10.907,0.0325,0.119,0.101,0.098,0.226,118.8,261062.0,4.0
0.654,0.355,-13.15,0.032,0.493,0.876,0.176,0.131,101.996,265183.0,4.0
0.759,0.463,-11.894,0.0713,0.0571,0.00251,0.515,0.307,99.245,362747.0,4.0
0.431,0.705,-12.673,0.0372,0.629,0.637,0.225,0.198,100.094,275737.0,4.0
0.707,0.518,-14.302,0.0288,0.604,0.12,0.106,0.314,102.01,309133.0,4.0
0.597,0.778,-8.311,0.0336,0.00432,0.0025,0.0886,0.79,111.001,278640.0,4.0
0.739,0.553,-12.541,0.0647,0.191,0.869,0.0488,0.228,93.963,404240.0,4.0
0.729,0.762,-9.078,0.0654,0.15,0.468,0.453,0.846,95.458,231547.0,4.0
0.51,0.857,-7.26,0.0413,0.00443,0.274,0.241,0.388,106.058,344267.0,4.0
0.789,0.494,-9.496,0.0324,0.407,0.808,0.226,0.781,120.025,337227.0,4.0
0.349,0.399,-10.528,0.0289,0.224,0.687,0.356,0.109,143.044,212160.0,4.0
0.768,0.663,-5.961,0.054,0.383,0.437,0.121,0.404,110.033,289880.0,4.0
0.689,0.675,-9.254,0.0391,0.258,0.694,0.513,0.354,76.826,341533.0,4.0
0.751,0.694,-9.083,0.0378,0.0721,0.908,0.0742,0.58,118.0,219813.0,4.0
0.594,0.567,-9.49,0.0684,0.0906,0.22,0.251,0.177,158.042,267386.0,4.0
0.833,0.898,-7.109,0.037,0.24,0.9,0.0799,0.494,94.623,258613.0,4.0
0.806,0.533,-10.911,0.0554,0.522,0.217,0.089,0.459,104.094,208960.0,4.0
0.812,0.656,-5.458,0.0256,0.0744,1.35e-05,0.472,0.749,112.001,188560.0,4.0
0.627,0.29,-16.768,0.0402,0.63,0.917,0.0941,0.817,78.977,294613.0,4.0
0.556,0.454,-11.289,0.0293,0.106,0.932,0.152,0.327,79.002,169627.0,4.0
0.881,0.473,-5.106,0.0492,0.0538,0.000243,0.0943,0.728,91.452,234107.0,4.0
0.648,0.625,-6.478,0.144,0.482,0.0,0.227,0.291,99.646,410760.0,4.0
0.847,0.681,-6.166,0.0752,0.0372,0.00115,0.0784,0.718,140.692,183253.0,4.0
0.649,0.503,-7.845,0.0385,0.0194,1.04e-06,0.11,0.18,115.946,200187.0,4.0
0.538,0.0964,-19.156,0.0818,0.975,0.000852,0.0617,0.21,130.986,200893.0,1.0
0.307,0.304,-13.127,0.0372,0.9,0.00141,0.0873,0.333,176.897,158200.0,3.0
0.776,0.649,-13.861,0.186,0.583,2.98e-06,0.149,0.658,119.175,158307.0,4.0
0.753,0.407,-10.386,0.0711,0.858,7.07e-06,0.0968,0.522,118.314,217627.0,4.0
0.484,0.364,-10.691,0.0311,0.334,1.57e-05,0.22,0.294,113.787,299893.0,4.0
0.54,0.64,-8.307,0.0288,0.528,0.656,0.0609,0.108,139.964,343501.0,4.0
0.607,0.818,-9.352,0.0375,0.107,0.736,0.379,0.573,123.997,351593.0,4.0
0.665,0.824,-6.429,0.0392,0.0996,0.938,0.133,0.636,99.988,219962.0,4.0
0.548,0.642,-8.831,0.0308,0.0416,0.000667,0.111,0.144,120.004,242649.0,4.0
0.482,0.194,-19.109,0.0518,0.931,0.000138,0.151,0.523,163.908,194067.0,4.0
0.379,0.512,-10.513,0.0768,0.771,0.0,0.151,0.53,157.887,162853.0,4.0
0.311,0.449,-11.444,0.0552,0.632,4.03e-05,0.347,0.608,159.452,214933.0,4.0
0.651,0.821,-7.858,0.0533,0.0494,0.149,0.141,0.85,122.055,202267.0,4.0
0.807,0.464,-6.965,0.11,0.108,0.00161,0.0997,0.577,90.453,263573.0,4.0
0.732,0.198,-11.775,0.028,0.883,1.1e-05,0.0659,0.618,88.174,186147.0,4.0
0.651,0.347,-9.175,0.0341,0.694,0.0249,0.11,0.533,75.978,210000.0,4.0
0.787,0.592,-9.899,0.032,0.581,0.00616,0.132,0.709,103.021,275587.0,4.0
0.56,0.348,-11.181,0.0547,0.713,0.0,0.113,0.479,90.296,238067.0,4.0
0.702,0.704,-9.86,0.0487,0.188,0.708,0.851,0.73,118.238,224387.0,4.0
0.485,0.428,-12.151,0.176,0.448,0.0,0.907,0.54,104.569,181000.0,4.0
0.551,0.33,-11.69,0.0426,0.222,0.886,0.623,0.615,142.925,253760.0,4.0
0.44,0.162,-19.153,0.0426,0.584,0.00234,0.0796,0.577,170.385,324760.0,5.0
0.595,0.255,-15.636,0.0337,0.741,1.49e-05,0.0933,0.316,80.522,248547.0,4.0
0.626,0.068,-17.342,0.0536,0.762,0.0114,0.0853,0.3,124.567,245960.0,4.0
0.63,0.256,-12.652,0.0425,0.445,3.73e-05,0.0974,0.285,132.287,232627.0,4.0
0.421,0.734,-8.692,0.0511,0.0688,0.0,0.974,0.34,168.772,262560.0,4.0
0.601,0.736,-6.417,0.0261,0.0703,2.6e-05,0.109,0.703,111.92,232920.0,4.0
0.461,0.31,-13.052,0.0306,0.683,0.00331,0.168,0.0956,109.133,151773.0,4.0
0.802,0.726,-9.975,0.0663,0.0815,0.73,0.118,0.882,100.896,373387.0,4.0
0.764,0.666,-6.944,0.0851,0.0117,0.828,0.151,0.665,99.99,363333.0,4.0
0.518,0.637,-8.304,0.032,0.612,0.00495,0.12,0.507,171.829,343067.0,4.0
0.787,0.202,-9.88,0.0632,0.237,0.874,0.086,0.18,93.82,316467.0,4.0
0.771,0.581,-10.315,0.0474,0.0457,0.00153,0.0644,0.814,95.968,245213.0,4.0
0.62,0.424,-12.471,0.0285,0.292,0.00205,0.179,0.343,111.428,265853.0,4.0
0.662,0.497,-9.73,0.0326,0.174,0.000233,0.105,0.544,80.843,287267.0,4.0
0.766,0.873,-5.783,0.0425,0.0292,0.0773,0.125,0.683,100.002,323640.0,4.0
0.657,0.343,-11.857,0.0258,0.567,0.00195,0.185,0.251,106.027,289160.0,4.0
0.603,0.433,-9.673,0.0473,0.203,0.0653,0.114,0.294,71.986,236986.0,4.0
0.698,0.811,-3.594,0.03,0.0154,0.0029,0.0617,0.732,102.985,256947.0,4.0
0.655,0.83,-4.311,0.0603,0.0213,0.00787,0.0584,0.691,98.394,166400.0,4.0
0.493,0.59,-5.814,0.0392,0.339,0.0,0.121,0.502,169.908,226387.0,4.0
0.694,0.523,-6.407,0.0254,0.875,0.000172,0.352,0.472,97.985,209453.0,4.0
0.861,0.662,-7.611,0.0438,0.426,0.0,0.105,0.945,122.987,226520.0,4.0
0.777,0.555,-6.049,0.0358,0.444,0.0,0.0487,0.757,110.5,240853.0,4.0
0.68,0.904,-6.23,0.0478,0.466,1.78e-05,0.0748,0.96,81.99,210627.0,4.0
0.916,0.873,-6.695,0.0381,0.264,0.00353,0.102,0.982,122.994,275013.0,4.0
0.742,0.815,-5.642,0.13,0.757,0.0032,0.0797,0.884,206.964,232693.0,4.0
0.786,0.549,-10.485,0.0395,0.0851,0.000295,0.106,0.965,124.139,203333.0,4.0
0.564,0.335,-15.393,0.0285,0.768,0.00775,0.207,0.408,130.683,264560.0,4.0
0.42,0.288,-12.597,0.0312,0.817,0.0,0.306,0.699,177.1,154293.0,3.0
0.642,0.481,-12.07,0.0354,0.264,0.00455,0.0874,0.535,124.094,263973.0,4.0
0.755,0.667,-9.313,0.0482,0.644,0.0266,0.172,0.258,116.011,218778.0,4.0
0.632,0.747,-11.717,0.0455,0.00338,0.89,0.265,0.225,163.995,479640.0,4.0
0.552,0.554,-8.703,0.027,0.0338,0.594,0.127,0.451,101.319,317400.0,4.0
0.574,0.579,-7.806,0.0274,0.22,3.6e-06,0.0581,0.306,145.922,237600.0,3.0
0.684,0.459,-12.289,0.0518,0.664,0.00022,0.0673,0.548,83.969,263333.0,4.0
0.444,0.344,-10.192,0.039,0.0799,0.0104,0.106,0.165,64.413,312280.0,3.0
0.803,0.791,-6.879,0.204,0.35,1.8e-05,0.184,0.661,90.256,227933.0,4.0
0.605,0.463,-9.805,0.0433,0.683,0.0206,0.091,0.888,153.072,328600.0,4.0
0.404,0.459,-8.323,0.034,0.158,0.66,0.0818,0.0475,91.323,192693.0,4.0
0.602,0.446,-11.608,0.0378,0.0841,0.846,0.122,0.495,110.899,236067.0,4.0
0.603,0.679,-10.386,0.0357,0.00102,0.833,0.432,0.307,95.01,309280.0,4.0
0.36,0.262,-14.941,0.0337,0.878,0.77,0.124,0.456,81.407,285360.0,1.0
0.551,0.382,-13.114,0.0236,0.172,0.474,0.0923,0.0992,92.071,387573.0,4.0
0.431,0.125,-25.426,0.0318,0.212,0.000387,0.0858,0.154,157.266,288760.0,3.0
0.74,0.707,-11.612,0.0308,0.0321,0.0171,0.0613,0.739,123.494,234600.0,4.0
0.681,0.672,-10.505,0.027,0.075,2.63e-06,0.147,0.54,154.199,299640.0,4.0
0.704,0.832,-9.123,0.0297,0.162,1.93e-06,0.0347,0.935,126.358,255133.0,4.0
0.534,0.732,-7.29,0.0404,0.548,4.91e-05,0.0845,0.67,74.799,262240.0,4.0
0.582,0.707,-5.244,0.0258,0.678,0.000632,0.227,0.362,88.955,204307.0,4.0
0.689,0.762,-4.371,0.052,0.0126,0.0,0.213,0.645,103.092,220280.0,4.0
0.718,0.486,-8.342,0.168,0.53,0.0342,0.102,0.589,83.077,262893.0,4.0
0.468,0.755,-3.526,0.0491,0.0343,1.66e-06,0.486,0.235,139.863,208267.0,4.0
0.592,0.233,-11.661,0.0445,0.863,0.0,0.108,0.221,130.669,190027.0,4.0
0.532,0.457,-8.867,0.029,0.635,0.0122,0.251,0.142,104.038,273947.0,4.0
0.687,0.671,-13.23,0.0451,0.086,0.164,0.215,0.969,121.03,206333.0,4.0
0.658,0.412,-9.326,0.0301,0.597,2.45e-05,0.156,0.37,80.541,385600.0,4.0
0.618,0.521,-7.778,0.0294,0.497,0.0,0.165,0.62,115.05,263918.0,4.0
0.611,0.606,-8.099,0.0415,0.53,0.00163,0.281,0.212,130.686,229600.0,4.0
0.649,0.317,-11.013,0.0269,0.614,0.162,0.134,0.223,90.047,224000.0,4.0
0.654,0.667,-8.279,0.0483,0.123,0.000224,0.24,0.263,161.208,236947.0,4.0
0.83,0.513,-8.555,0.0285,0.0253,0.000479,0.172,0.891,120.011,230280.0,4.0
0.64,0.6,-6.341,0.0948,0.075,7.9e-05,0.0752,0.627,175.832,297800.0,4.0
0.487,0.487,-9.405,0.0302,0.838,0.00301,0.696,0.0839,81.142,259707.0,4.0
0.374,0.419,-9.902,0.0301,0.501,0.019,0.188,0.171,132.729,215467.0,3.0
0.592,0.891,-5.637,0.0316,0.0145,0.141,0.394,0.717,114.348,312293.0,4.0
0.727,0.493,-5.054,0.0269,0.476,5.69e-05,0.0354,0.616,134.608,221293.0,3.0
0.688,0.684,-5.181,0.032,0.0757,0.000832,0.0441,0.96,119.193,256147.0,4.0
0.722,0.365,-7.986,0.038,0.777,0.0,0.101,0.554,117.58,160627.0,4.0
0.606,0.407,-8.944,0.0429,0.855,0.00568,0.405,0.564,95.893,226333.0,4.0
0.585,0.282,-12.801,0.0505,0.603,0.0,0.106,0.513,80.516,204960.0,4.0
0.555,0.323,-16.403,0.0355,0.787,0.931,0.112,0.0393,152.112,279933.0,4.0
0.32,0.295,-10.079,0.0274,0.176,0.178,0.099,0.22,137.95,310520.0,4.0
0.604,0.104,-16.739,0.0302,0.922,0.00052,0.107,0.25,99.325,185160.0,4.0
0.705,0.438,-7.506,0.0342,0.604,0.0,0.099,0.214,121.983,210613.0,4.0
0.356,0.372,-8.685,0.03,0.784,0.0365,0.112,0.317,101.748,185888.0,4.0
0.615,0.369,-11.643,0.0327,0.267,0.0214,0.102,0.153,87.206,316733.0,4.0
0.782,0.522,-7.861,0.0375,0.0301,0.00819,0.093,0.549,116.363,222200.0,4.0
0.658,0.595,-8.508,0.0268,0.134,0.611,0.125,0.39,93.998,242494.0,4.0
