danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0.309,0.544,-9.621,0.352,0.155,0.000265,0.0727,0.16,180.979,175517.0,4.0
0.54,0.605,-10.629,0.0614,0.0459,1.71e-06,0.0745,0.629,166.91,290933.0,4.0
0.52,0.643,-5.761,0.0432,0.198,7e-05,0.12,0.389,94.078,219213.0,4.0
0.446,0.533,-5.955,0.046,0.427,3.26e-06,0.332,0.58,183.81,222813.0,4.0
0.634,0.382,-12.877,0.0363,0.759,0.0021,0.101,0.2,81.971,188573.0,4.0
0.688,0.705,-7.311,0.0323,0.0647,0.124,0.118,0.696,112.019,228373.0,4.0
0.534,0.445,-9.155,0.0292,0.456,0.0684,0.112,0.136,146.107,282693.0,4.0
0.402,0.539,-11.062,0.043,0.88,0.0065,0.117,0.371,146.526,253013.0,4.0
0.476,0.969,-2.696,0.122,0.000646,0.0,0.148,0.703,149.931,174333.0,4.0
0.653,0.794,-3.742,0.0321,0.449,0.0,0.344,0.883,125.995,195547.0,4.0
0.655,0.819,-4.852,0.0316,0.000176,0.00374,0.104,0.766,117.956,192790.0,5.0
0.467,0.794,-6.174,0.0349,8.39e-05,0.00204,0.103,0.589,162.435,209187.0,4.0
0.596,0.827,-4.402,0.0372,0.0242,0.0,0.0958,0.329,115.034,249382.0,4.0
0.421,0.831,-5.128,0.106,0.0283,0.0,0.464,0.488,134.184,175907.0,4.0
0.611,0.948,-3.751,0.0753,0.00183,0.0995,0.0969,0.79,133.004,174920.0,4.0
0.647,0.397,-13.037,0.0344,0.534,8.29e-05,0.11,0.65,104.01,222480.0,4.0
0.705,0.735,-6.646,0.0931,0.028,0.0783,0.112,0.448,132.627,191800.0,4.0
0.299,0.754,-4.078,0.0732,0.0195,1.3e-06,0.103,0.295,169.373,221053.0,4.0
0.48,0.826,-4.602,0.0397,0.000797,1.01e-06,0.125,0.687,96.0,222053.0,4.0
0.763,0.653,-5.05,0.149,0.00876,5.46e-06,0.0854,0.477,130.025,240907.0,4.0
0.658,0.729,-4.09,0.0495,0.0591,2.85e-06,0.101,0.563,102.898,213751.0,4.0
0.399,0.672,-5.506,0.05,0.584,2.45e-05,0.118,0.285,142.215,283467.0,5.0
0.607,0.76,-5.229,0.0482,0.0745,0.0,0.0595,0.805,88.059,244867.0,4.0
0.747,0.663,-9.415,0.0545,0.62,5.24e-05,0.0861,0.606,124.336,216907.0,4.0
0.725,0.68,-5.465,0.0306,0.162,2.13e-06,0.158,0.76,119.939,247520.0,4.0
0.174,0.337,-8.767,0.0313,0.474,0.000294,0.11,0.0978,85.574,202547.0,3.0
0.562,0.857,-3.926,0.0801,0.0383,0.0,0.11,0.539,126.883,197936.0,4.0
0.532,0.783,-5.697,0.0523,0.0038,0.0012,0.161,0.643,124.08,247427.0,4.0
0.605,0.873,-5.938,0.0344,0.0534,0.837,0.314,0.476,126.026,199904.0,4.0
0.523,0.78,-3.378,0.0748,0.0376,0.0,0.0751,0.187,128.003,271427.0,4.0
0.358,0.909,-6.856,0.0949,0.0429,0.00468,0.138,0.0419,129.945,273640.0,4.0
0.31,0.681,-5.52,0.0396,0.0331,0.0,0.185,0.233,106.784,198173.0,5.0
0.545,0.78,-4.867,0.0436,0.0309,4.64e-05,0.0828,0.458,125.014,255093.0,4.0
0.646,0.431,-8.517,0.0262,0.637,6.99e-06,0.113,0.292,90.034,220627.0,4.0
0.569,0.83,-4.106,0.14,0.0807,0.0,0.114,0.609,170.094,186635.0,4.0
0.707,0.656,-9.279,0.173,0.743,0.0,0.172,0.748,118.037,210320.0,4.0
0.788,0.745,-7.072,0.258,0.29,0.0,0.0373,0.672,135.278,163893.0,4.0
0.638,0.831,-6.812,0.081,0.0263,0.0,0.0491,0.388,127.975,218093.0,4.0
0.813,0.875,-4.627,0.0448,0.0768,0.00454,0.0415,0.96,121.584,220547.0,4.0
0.732,0.81,-5.45,0.0355,0.000998,0.0832,0.133,0.753,132.962,212253.0,4.0
0.221,0.95,-4.336,0.118,0.00137,0.00207,0.216,0.554,207.185,199173.0,4.0
0.747,0.687,-6.102,0.0449,0.336,0.0,0.302,0.558,106.045,223160.0,4.0
0.672,0.905,-2.468,0.0359,0.0763,0.0397,0.0759,0.374,125.998,192381.0,4.0
0.463,0.891,-4.387,0.0431,3.24e-06,0.282,0.0503,0.194,123.983,203067.0,4.0
0.787,0.423,-5.313,0.0428,0.509,0.0,0.108,0.534,95.068,182067.0,4.0
0.776,0.741,-5.804,0.041,0.0506,0.0,0.0701,0.854,120.079,202480.0,4.0
0.707,0.669,-4.561,0.0375,0.102,1.04e-06,0.228,0.631,131.983,239627.0,4.0
0.433,0.573,-6.041,0.156,0.278,0.0,0.103,0.312,150.005,199285.0,4.0
0.642,0.776,-4.0,0.0343,0.0675,0.0,0.21,0.567,130.068,205387.0,4.0
0.513,0.951,-2.952,0.157,0.0121,0.169,0.0401,0.666,170.041,244130.0,4.0
0.428,0.656,-3.712,0.075,0.0751,0.181,0.15,0.355,79.648,218933.0,4.0
0.468,0.143,-12.231,0.0296,0.921,0.0,0.0936,0.192,109.668,217747.0,4.0
0.436,0.81,-8.443,0.0454,0.455,2.24e-06,0.331,0.759,147.14,142533.0,4.0
0.568,0.674,-9.155,0.097,0.236,0.000469,0.147,0.624,90.043,225680.0,4.0
0.779,0.742,-8.534,0.0368,0.0463,5.56e-05,0.157,0.286,100.2,277480.0,4.0
0.65,0.672,-7.643,0.0388,0.178,0.215,0.191,0.208,94.534,229841.0,4.0
0.497,0.693,-7.024,0.0565,0.19,0.0,0.215,0.358,111.539,296493.0,3.0
0.217,0.905,-4.103,0.0752,0.000289,0.00011,0.222,0.236,96.95,311107.0,4.0
0.646,0.744,-4.714,0.0365,0.0246,0.0,0.0705,0.358,103.048,174733.0,4.0
0.654,0.81,-6.26,0.0288,0.00719,0.00251,0.165,0.661,114.623,200307.0,4.0
0.725,0.558,-8.557,0.125,0.318,0.0,0.0976,0.88,96.969,144947.0,4.0
0.495,0.774,-6.543,0.0718,0.138,1.31e-05,0.128,0.715,119.398,261707.0,4.0
0.636,0.533,-6.539,0.0984,0.12,0.0,0.371,0.45,99.858,216587.0,4.0
0.679,0.634,-5.024,0.0654,0.232,0.0,0.115,0.498,102.013,210091.0,4.0
0.746,0.846,-2.432,0.048,0.0485,0.0,0.195,0.403,114.955,174933.0,4.0
0.628,0.698,-5.608,0.105,0.0472,0.00143,0.0907,0.732,89.976,211667.0,4.0
0.6,0.412,-9.343,0.344,0.615,0.0025,0.134,0.408,113.049,225882.0,5.0
0.703,0.868,-4.661,0.0291,0.15,0.132,0.104,0.733,121.03,193613.0,4.0
0.632,0.575,-6.478,0.029,0.0225,1.81e-06,0.104,0.188,90.037,183414.0,4.0
0.593,0.914,-5.351,0.0363,0.00137,0.445,0.0714,0.0381,128.015,176120.0,4.0
0.818,0.574,-7.192,0.0476,0.29,0.0,0.0875,0.869,120.027,231121.0,4.0
0.542,0.822,-7.201,0.0291,0.0745,0.00947,0.0645,0.772,130.011,239560.0,4.0
0.568,0.719,-5.406,0.0354,0.0892,1.84e-06,0.233,0.539,106.036,174760.0,4.0
0.366,0.931,-8.349,0.0609,0.00127,0.00213,0.305,0.559,141.162,308640.0,4.0
0.734,0.766,-4.485,0.0383,0.025,0.00138,0.108,0.6,127.986,215227.0,4.0
0.596,0.856,-3.556,0.0346,0.0211,0.0178,0.141,0.743,127.949,222533.0,4.0
0.616,0.869,-3.911,0.0327,0.0283,0.0,0.064,0.473,127.968,234560.0,4.0
0.829,0.627,-3.928,0.0759,0.00663,0.0,0.0939,0.72,120.048,187133.0,4.0
0.515,0.74,-5.507,0.363,0.0493,0.0,0.258,0.765,75.922,281133.0,4.0
0.7,0.708,-4.952,0.0869,0.00624,0.0,0.031,0.619,122.029,203267.0,4.0
0.871,0.754,-5.771,0.034,0.217,1.09e-05,0.122,0.924,110.97,210920.0,4.0
0.698,0.757,-5.821,0.0447,0.0827,0.0,0.195,0.349,95.03,168681.0,4.0
0.893,0.745,-3.105,0.0571,0.0642,0.0,0.0943,0.872,101.018,223413.0,4.0
0.468,0.939,-1.976,0.112,0.0139,9.25e-05,0.833,0.698,176.075,195390.0,4.0
0.765,0.657,-6.394,0.0829,0.0175,0.0,0.345,0.553,91.998,213147.0,4.0
0.63,0.942,-3.195,0.0485,0.00474,0.000744,0.326,0.543,101.996,248517.0,4.0
0.609,0.863,-5.496,0.033,0.059,0.0,0.356,0.963,158.057,231856.0,4.0
0.507,0.611,-5.903,0.0314,0.00246,0.0,0.196,0.399,91.159,228880.0,4.0
0.7,0.742,-6.777,0.0716,0.0722,0.0199,0.11,0.197,91.959,302000.0,4.0
0.616,0.811,-4.804,0.0626,0.0573,1.57e-05,0.0566,0.913,159.929,253093.0,4.0
0.541,0.718,-5.544,0.0295,0.178,0.0,0.0956,0.541,146.037,237568.0,4.0
0.515,0.74,-5.528,0.045,0.0118,8.99e-05,0.0602,0.522,114.903,186747.0,4.0
0.592,0.767,-2.788,0.027,0.0021,0.00165,0.127,0.328,96.483,329733.0,4.0
0.251,0.865,-4.627,0.0768,0.0137,2.69e-06,0.268,0.398,153.934,215653.0,4.0
0.753,0.757,-5.252,0.033,0.0872,0.534,0.176,0.409,120.032,258861.0,4.0
0.597,0.786,-4.248,0.0419,0.00345,0.0,0.0909,0.666,99.888,238973.0,4.0
0.739,0.754,-5.034,0.035,0.0431,0.0,0.0999,0.793,150.017,209142.0,4.0
0.607,0.793,-4.888,0.0313,0.0763,0.0,0.21,0.413,90.922,251533.0,4.0
0.457,0.406,-7.462,0.0291,0.08,0.0,0.117,0.208,151.95,223067.0,3.0
0.414,0.936,-2.407,0.0758,0.00136,0.0,0.369,0.74,170.229,242413.0,4.0
0.747,0.716,-2.457,0.0751,0.135,0.0,0.251,0.751,125.006,210627.0,4.0
0.892,0.714,-6.055,0.141,0.201,0.000234,0.0521,0.817,100.972,267267.0,4.0
0.625,0.726,-7.731,0.155,0.00728,0.0,0.318,0.483,103.98,311867.0,4.0
0.657,0.827,-4.036,0.0734,0.000704,0.00534,0.065,0.69,145.889,190186.0,4.0
0.853,0.599,-4.756,0.0411,0.00334,7.93e-06,0.0759,0.843,119.993,263827.0,4.0
0.765,0.853,-7.434,0.0341,0.465,0.0313,0.179,0.93,128.195,223307.0,4.0
0.723,0.809,-3.081,0.0625,0.00346,0.00123,0.565,0.274,98.007,176561.0,4.0
0.276,0.715,-5.356,0.0432,0.00552,0.000417,0.201,0.173,137.028,230760.0,4.0
0.57,0.657,-6.987,0.0356,0.405,1.86e-06,0.0723,0.41,144.247,218800.0,4.0
0.331,0.622,-7.291,0.092,0.858,0.0,0.104,0.388,64.468,228093.0,3.0
0.666,0.876,-3.078,0.0414,0.055,0.0,0.259,0.552,129.884,194840.0,4.0
0.718,0.59,-5.67,0.0671,0.442,0.0,0.198,0.505,94.031,185980.0,4.0
0.599,0.791,-4.975,0.0585,0.0064,0.0,0.0924,0.574,92.862,211813.0,4.0
0.634,0.69,-7.804,0.052,0.0771,0.0,0.132,0.645,94.988,253307.0,4.0
0.594,0.858,-4.339,0.0387,0.00059,3.11e-06,0.0642,0.663,138.021,218720.0,4.0
0.332,0.777,-4.493,0.0534,0.155,0.0,0.179,0.294,98.761,187360.0,4.0
0.381,0.844,-7.123,0.144,0.0131,0.0,0.318,0.239,194.0,223880.0,4.0
0.603,0.801,-4.095,0.0326,0.00975,0.0,0.0443,0.863,89.998,172813.0,4.0
0.783,0.467,-9.474,0.0503,0.729,0.809,0.109,0.236,90.838,237793.0,4.0
0.694,0.815,-4.328,0.12,0.229,0.0,0.0924,0.813,88.931,228827.0,4.0
0.644,0.743,-5.002,0.0355,0.034,0.0,0.257,0.544,123.074,203000.0,4.0
0.523,0.402,-8.233,0.0305,0.778,0.0,0.432,0.675,70.863,162533.0,4.0
0.58,0.953,-3.856,0.0614,0.00261,0.0,0.218,0.673,103.041,276320.0,4.0
0.618,0.743,-4.688,0.0284,0.00219,0.0,0.158,0.74,118.984,167187.0,4.0
0.731,0.794,-5.126,0.0522,0.0323,2.59e-05,0.112,0.356,139.994,220454.0,4.0
0.573,0.781,-6.406,0.0555,0.0767,2.64e-05,0.0813,0.343,139.934,231907.0,4.0
0.213,0.0262,-28.554,0.0419,0.923,0.871,0.0585,0.0454,123.639,324027.0,3.0
0.868,0.347,-9.529,0.0536,0.308,2e-05,0.11,0.659,110.059,207680.0,4.0
0.787,0.655,-8.339,0.0431,0.238,0.000171,0.138,0.65,102.485,208653.0,4.0
0.816,0.375,-8.053,0.0996,0.607,8.66e-06,0.0933,0.615,114.303,191907.0,4.0
0.492,0.859,-4.274,0.0332,0.0659,0.0,0.0756,0.251,92.474,223853.0,4.0
0.429,0.661,-7.227,0.0281,0.00239,0.000121,0.234,0.285,173.372,266773.0,4.0
0.485,0.723,-6.565,0.0317,0.541,1.12e-06,0.075,0.541,167.845,230213.0,4.0
0.529,0.948,-3.527,0.0474,0.258,9.35e-06,0.283,0.65,146.024,238000.0,4.0
0.481,0.865,-5.498,0.0283,0.0204,1.24e-06,0.17,0.241,92.086,273160.0,4.0
0.482,0.713,-6.017,0.0487,0.0969,0.0,0.111,0.263,140.069,241640.0,4.0
0.634,0.735,-5.162,0.0325,0.0356,1.23e-06,0.0915,0.534,120.999,212373.0,4.0
0.368,0.896,-4.315,0.172,0.0516,0.0,0.141,0.69,88.493,230580.0,4.0
0.465,0.954,-4.251,0.044,0.000346,5.38e-06,0.573,0.458,143.85,193653.0,4.0
0.493,0.935,-2.251,0.0591,9.06e-05,1.05e-05,0.314,0.869,149.006,258293.0,4.0
0.351,0.928,-3.71,0.0759,0.00113,0.0,0.0988,0.239,148.03,222076.0,4.0
0.751,0.501,-12.151,0.0551,0.234,0.112,0.0467,0.902,167.057,190627.0,4.0
0.772,0.794,-9.208,0.0632,0.126,0.000547,0.322,0.638,116.959,197413.0,4.0
0.41,0.874,-4.286,0.0907,0.197,0.0,0.0843,0.824,107.08,205933.0,4.0
0.434,0.872,-2.974,0.0702,0.0473,1.83e-06,0.396,0.732,71.515,213760.0,4.0
0.618,0.764,-6.027,0.0562,0.186,0.0,0.12,0.876,81.366,230693.0,4.0
0.776,0.714,-9.044,0.0388,0.19,0.0,0.506,0.962,92.448,230067.0,4.0
0.519,0.772,-6.784,0.0331,0.534,1.21e-05,0.271,0.961,79.618,166907.0,4.0
0.388,0.338,-10.054,0.0328,0.652,3.72e-06,0.248,0.477,177.784,303373.0,4.0
0.726,0.781,-5.898,0.0678,0.598,2.31e-06,0.275,0.818,112.304,199667.0,4.0
0.683,0.751,-10.184,0.0346,0.0681,8.36e-06,0.248,0.841,103.036,266560.0,4.0
0.691,0.786,-5.947,0.0503,0.111,6.7e-05,0.239,0.632,164.126,180575.0,4.0
0.741,0.521,-8.725,0.0363,0.648,8.94e-06,0.111,0.783,87.003,229782.0,4.0
0.861,0.602,-7.314,0.0617,0.369,0.0644,0.0751,0.684,114.978,225181.0,4.0
0.599,0.682,-5.393,0.0882,0.00684,0.0,0.117,0.459,143.834,215565.0,4.0
0.789,0.767,-4.612,0.0715,0.00812,0.000348,0.101,0.637,99.957,167311.0,4.0
0.78,0.811,-4.183,0.0879,0.0485,3.74e-06,0.0979,0.696,108.01,213333.0,4.0
0.816,0.813,-7.798,0.0664,0.0662,2.77e-06,0.602,0.436,127.979,307640.0,4.0
0.953,0.652,-4.159,0.0849,0.00456,0.0,0.0287,0.73,122.997,214787.0,4.0
0.688,0.596,-6.28,0.0433,0.0581,4.08e-06,0.0814,0.703,182.16,221013.0,4.0
0.67,0.705,-5.573,0.126,0.182,2.08e-05,0.101,0.67,116.052,225933.0,4.0
0.759,0.716,-6.36,0.0818,0.0223,0.0,0.231,0.469,105.009,209733.0,4.0
0.742,0.522,-4.111,0.152,0.136,0.0,0.0422,0.751,180.039,174080.0,4.0
0.593,0.816,-6.461,0.0421,0.0048,0.00121,0.0939,0.378,115.029,275560.0,4.0
0.294,0.377,-7.785,0.0328,0.211,0.0,0.162,0.0909,114.842,231533.0,4.0
0.638,0.199,-13.138,0.051,0.812,0.0,0.124,0.554,127.585,146080.0,4.0
0.281,0.273,-9.128,0.0325,0.89,0.0,0.287,0.348,79.893,217537.0,4.0
0.577,0.906,-3.673,0.0583,0.0304,0.0,0.189,0.692,152.946,224187.0,4.0
0.642,0.532,-6.03,0.0354,0.437,0.0,0.267,0.598,98.033,194240.0,4.0
0.631,0.819,-4.24,0.122,0.0767,0.0,0.1,0.733,125.928,233173.0,4.0
0.784,0.621,-7.399,0.0561,0.0442,0.00019,0.132,0.504,130.018,284413.0,4.0
0.788,0.846,-3.8,0.07,0.0451,0.0,0.0678,0.595,110.028,250893.0,4.0
0.551,0.833,-5.217,0.03,0.0391,2.77e-06,0.0632,0.145,129.885,204360.0,5.0
0.711,0.594,-5.335,0.0658,0.0326,9.15e-06,0.114,0.857,96.001,183533.0,4.0
0.718,0.776,-5.208,0.0693,0.000624,5.3e-06,0.207,0.622,120.015,227787.0,4.0
0.707,0.861,-4.225,0.316,0.1,0.0,0.191,0.795,130.021,199480.0,4.0
0.695,0.869,-5.066,0.0483,0.41,0.0,0.237,0.58,124.989,234507.0,4.0
0.762,0.857,-3.574,0.056,0.0195,0.0,0.182,0.967,105.989,186600.0,4.0
0.528,0.81,-2.174,0.044,0.00198,0.0,0.846,0.295,124.995,233693.0,4.0
0.572,0.81,-5.791,0.0558,0.0157,6.53e-06,0.13,0.11,126.052,214912.0,4.0
0.746,0.877,-3.782,0.0666,0.0375,0.000833,0.233,0.751,107.985,166138.0,4.0
0.565,0.849,-3.516,0.0517,0.00868,4.68e-06,0.12,0.427,102.034,212647.0,4.0
0.548,0.701,-4.862,0.0914,0.0178,1.34e-05,0.134,0.309,104.237,189029.0,4.0
0.855,0.624,-4.093,0.0488,0.158,0.0,0.0513,0.962,117.959,180757.0,4.0
0.696,0.817,-3.862,0.109,0.075,0.0,0.187,0.782,98.064,216409.0,4.0
0.763,0.72,-5.181,0.0691,0.00261,1.11e-05,0.114,0.592,116.01,212000.0,4.0
0.741,0.667,-5.445,0.134,0.0575,0.0,0.106,0.595,112.956,223504.0,4.0
0.671,0.672,-3.094,0.0688,0.0329,0.0,0.118,0.632,97.979,204173.0,4.0
0.652,0.855,-4.832,0.0441,0.00179,0.0,0.0404,0.279,134.009,181673.0,4.0
0.449,0.585,-6.761,0.0268,0.0509,8.75e-05,0.0833,0.212,139.631,278719.0,4.0
0.349,0.348,-6.142,0.0316,0.726,0.0,0.12,0.0886,74.541,246587.0,4.0
0.557,0.824,-6.947,0.0776,0.0018,0.000542,0.0999,0.611,135.446,245360.0,4.0
0.494,0.194,-8.965,0.0352,0.699,2.98e-05,0.0803,0.161,135.753,284000.0,3.0
0.237,0.282,-15.762,0.0389,0.281,0.808,0.0684,0.065,90.606,212533.0,4.0
0.671,0.82,-5.796,0.048,0.0194,0.0133,0.361,0.685,122.361,187733.0,4.0
0.785,0.776,-5.259,0.0312,0.729,0.0,0.181,0.967,121.505,148040.0,4.0
0.548,0.221,-8.383,0.0401,0.775,0.0,0.109,0.457,140.649,148840.0,4.0
0.662,0.714,-5.68,0.121,0.312,0.0,0.179,0.464,147.997,212120.0,4.0
0.619,0.869,-4.458,0.0403,0.0217,0.0,0.359,0.686,103.998,191280.0,4.0
0.581,0.826,-4.87,0.0357,0.00773,1.56e-06,0.792,0.492,100.018,261372.0,4.0
0.598,0.914,-3.752,0.0878,0.0106,1.22e-06,0.369,0.531,103.972,187813.0,4.0
0.41,0.193,-17.628,0.0297,0.921,0.792,0.0876,0.0899,145.032,216095.0,3.0
0.581,0.739,-4.762,0.0504,0.0686,1.18e-06,0.0601,0.565,155.051,204013.0,4.0
0.786,0.692,-5.215,0.04,0.0855,5.98e-05,0.23,0.468,121.991,195560.0,4.0
0.747,0.83,-5.426,0.0899,0.0214,0.00024,0.0639,0.64,123.988,223203.0,4.0
0.554,0.849,-6.936,0.0309,0.13,0.11,0.263,0.924,159.966,164680.0,4.0
0.847,0.535,-5.948,0.0544,0.0627,0.297,0.356,0.477,123.002,344067.0,4.0
0.596,0.576,-6.346,0.0317,0.0578,4.82e-06,0.111,0.47,142.875,216240.0,4.0
0.666,0.75,-5.926,0.0598,0.314,0.0,0.0753,0.964,163.937,202693.0,4.0
0.795,0.616,-5.281,0.06,0.417,0.0,0.349,0.815,110.015,190453.0,4.0
0.439,0.445,-6.972,0.0383,0.692,0.0,0.0605,0.163,77.198,187885.0,4.0
0.699,0.761,-4.337,0.0457,0.0466,0.0,0.107,0.443,120.044,250747.0,4.0
0.445,0.757,-5.177,0.0322,0.0206,0.0,0.146,0.421,102.878,266600.0,4.0
0.379,0.879,-4.336,0.0362,0.0421,0.00449,0.146,0.37,102.021,211453.0,4.0
0.493,0.636,-5.894,0.049,0.341,0.0,0.201,0.228,120.136,201980.0,4.0
0.761,0.311,-10.597,0.0692,0.647,0.0,0.15,0.553,109.891,200707.0,4.0
0.703,0.483,-5.819,0.0521,0.305,0.0,0.161,0.555,138.124,216354.0,4.0
0.622,0.807,-6.752,0.408,0.103,0.0,0.306,0.892,174.06,220293.0,4.0
0.895,0.681,-5.267,0.358,0.157,0.0,0.189,0.554,121.918,240000.0,4.0
0.469,0.407,-11.714,0.215,0.641,1.89e-05,0.204,0.126,120.149,225803.0,4.0
0.737,0.734,-4.71,0.156,0.399,0.0,0.323,0.357,91.999,174107.0,4.0
0.502,0.156,-9.155,0.0556,0.883,0.0,0.0864,0.352,164.191,224880.0,4.0
0.56,0.963,-3.541,0.0494,4.94e-05,0.437,0.644,0.0905,128.09,247309.0,4.0
0.662,0.858,-4.844,0.0428,0.00163,0.0,0.0456,0.295,133.993,181673.0,4.0
0.601,0.801,-2.425,0.0473,0.139,0.0,0.103,0.377,126.955,223225.0,4.0
0.467,0.757,-3.01,0.0517,0.0866,0.0,0.0742,0.383,131.993,254653.0,4.0
0.613,0.701,-3.777,0.048,0.0309,0.0,0.419,0.288,124.085,197590.0,4.0
0.886,0.525,-7.39,0.132,0.236,0.0,0.057,0.708,145.99,225205.0,4.0
0.778,0.574,-7.775,0.0327,0.368,0.0,0.126,0.663,112.048,276227.0,4.0
0.665,0.452,-7.81,0.0339,0.299,0.0,0.113,0.424,159.938,157312.0,4.0
0.479,0.717,-5.459,0.0605,0.0488,0.000333,0.102,0.253,163.989,405320.0,4.0
0.728,0.415,-6.852,0.0639,0.401,0.0,0.0616,0.455,114.145,176320.0,4.0
0.581,0.747,-7.207,0.0303,0.00202,0.000449,0.109,0.325,132.195,243520.0,4.0
0.386,0.799,-4.663,0.0898,0.00847,0.000119,0.0907,0.608,133.355,161587.0,4.0
0.638,0.847,-3.99,0.0411,0.277,0.0,0.756,0.558,100.004,210427.0,4.0
0.751,0.579,-4.036,0.0321,0.398,2.28e-05,0.133,0.349,105.031,199095.0,4.0
0.78,0.798,-5.151,0.0613,0.0406,6.31e-05,0.0733,0.771,78.969,163251.0,4.0
0.965,0.414,-6.408,0.0713,0.189,0.0,0.0767,0.728,121.032,214648.0,4.0
0.666,0.723,-6.164,0.268,0.0109,0.00047,0.0507,0.739,192.024,210893.0,4.0
0.703,0.747,-4.446,0.0895,0.283,0.0,0.396,0.7,149.974,199320.0,4.0
0.705,0.769,-5.526,0.0425,0.113,0.0,0.105,0.583,107.949,213520.0,4.0
0.693,0.823,-3.761,0.0726,0.0932,0.0,0.328,0.741,87.904,196093.0,4.0
0.604,0.549,-9.873,0.0389,0.531,0.0,0.438,0.696,111.398,158880.0,4.0
0.261,0.371,-10.112,0.0313,0.96,0.856,0.109,0.149,158.924,228164.0,4.0
0.244,0.35,-9.488,0.0374,0.891,0.000701,0.279,0.359,95.941,192853.0,4.0
0.485,0.667,-5.485,0.164,0.497,0.0,0.219,0.52,174.025,228960.0,4.0
0.468,0.432,-10.382,0.1,0.0613,0.0,0.0533,0.393,101.097,137427.0,3.0
0.64,0.266,-14.548,0.406,0.819,0.0,0.28,0.523,130.731,875160.0,4.0
0.661,0.861,-5.841,0.0465,0.00374,1.15e-06,0.32,0.771,106.962,201960.0,4.0
0.449,0.19,-13.93,0.0479,0.912,0.0,0.107,0.503,97.045,152867.0,4.0
0.87,0.581,-9.259,0.0746,0.0754,0.885,0.564,0.886,114.097,213160.0,4.0
0.533,0.376,-11.913,0.0393,0.0302,0.248,0.0926,0.187,165.007,259947.0,4.0
0.66,0.748,-11.206,0.0284,0.0993,0.00585,0.283,0.972,143.549,170293.0,4.0
0.529,0.248,-13.972,0.0396,0.772,0.00943,0.104,0.357,147.79,229973.0,4.0
0.794,0.977,-5.637,0.178,0.526,0.00196,0.0616,0.687,150.008,303133.0,4.0
0.785,0.931,-4.813,0.0465,0.0152,0.641,0.046,0.969,135.993,222459.0,4.0
0.493,0.826,-3.106,0.311,0.095,3.42e-06,0.252,0.75,112.865,189974.0,4.0
0.676,0.239,-14.326,0.0475,0.721,8.46e-05,0.106,0.45,81.551,171759.0,4.0
0.685,0.732,-5.689,0.0595,0.237,0.0,0.0817,0.812,148.068,210930.0,4.0
0.719,0.825,-4.26,0.0521,0.39,3.75e-06,0.103,0.798,98.023,167933.0,4.0
0.574,0.512,-6.664,0.0503,0.234,0.0,0.0946,0.512,76.899,484147.0,4.0
0.665,0.877,-4.935,0.259,0.212,0.0,0.0848,0.881,160.01,243920.0,4.0
0.696,0.825,-6.841,0.0499,0.428,0.0,0.081,0.763,103.976,267587.0,4.0
0.506,0.895,-4.069,0.0363,0.0417,5.47e-06,0.252,0.806,140.044,187360.0,4.0
0.646,0.696,-5.572,0.342,0.0192,0.0,0.0762,0.625,92.88,207401.0,4.0
0.604,0.805,-4.536,0.0356,0.00261,4.43e-05,0.052,0.764,74.013,169240.0,4.0
0.414,0.404,-9.928,0.0499,0.271,0.0,0.3,0.224,71.105,354320.0,4.0
0.727,0.68,-4.498,0.0286,0.0101,0.0,0.0821,0.728,132.012,212507.0,4.0
0.476,0.718,-5.309,0.0576,0.0784,1.02e-05,0.122,0.142,199.864,205947.0,4.0
0.529,0.768,-5.51,0.0566,0.00224,0.00075,0.297,0.769,127.316,210880.0,4.0
0.746,0.922,-5.014,0.236,0.246,0.0,0.515,0.638,86.961,263373.0,4.0
0.466,0.438,-12.858,0.0608,0.089,5.62e-06,0.113,0.587,193.1,233000.0,4.0
0.846,0.56,-6.281,0.0656,0.0621,0.0,0.0765,0.592,100.041,176533.0,4.0
0.514,0.661,-6.305,0.0262,3.23e-05,0.0842,0.0709,0.469,89.996,191053.0,4.0
0.416,0.934,-3.774,0.0452,0.00589,0.000373,0.207,0.654,181.857,197082.0,4.0
0.472,0.3,-10.807,0.028,0.883,1.04e-05,0.0698,0.289,144.317,240067.0,4.0
0.72,0.792,-3.428,0.0348,0.22,0.0,0.0945,0.608,105.031,190254.0,4.0
0.577,0.486,-6.966,0.0548,0.0557,0.0,0.2,0.236,138.172,229160.0,3.0
0.447,0.805,-3.971,0.0397,0.00677,0.0,0.27,0.218,143.986,207410.0,4.0
0.339,0.707,-5.121,0.0428,0.0113,0.0,0.337,0.359,173.993,183808.0,4.0
0.67,0.847,-3.723,0.043,0.0156,0.0,0.22,0.613,150.109,158773.0,4.0
0.529,0.554,-7.939,0.0301,0.616,0.000263,0.118,0.285,93.967,289093.0,4.0
0.527,0.834,-5.531,0.0447,0.00107,0.000102,0.0993,0.422,110.065,198333.0,4.0
0.263,0.237,-13.738,0.0344,0.638,0.305,0.109,0.0461,73.024,289792.0,4.0
0.455,0.179,-12.938,0.0389,0.952,0.00056,0.106,0.12,73.698,195240.0,4.0
0.702,0.77,-5.416,0.0482,0.124,0.0,0.103,0.593,107.951,213520.0,4.0
